id,event,date
403,C,2024-03-06
403,G,2024-04-01
403,F,2024-04-26
403,C,2024-05-22
403,G,2024-06-17
403,G,2024-07-13
404,G,2024-01-07
404,A,2024-01-29
404,G,2024-02-21
404,F,2024-03-14
404,E,2024-04-06
404,F,2024-04-28
404,C,2024-05-21
404,D,2024-06-12
404,G,2024-07-05
405,G,2024-01-19
405,C,2024-02-13
405,E,2024-03-10
405,C,2024-04-05
405,E,2024-04-30
405,D,2024-05-26
405,C,2024-06-21
405,D,2024-07-17
406,B,2024-01-09
406,G,2024-02-23
406,A,2024-04-08
406,B,2024-05-23
406,A,2024-07-07
407,A,2024-01-27
407,F,2024-03-12
407,B,2024-04-26
407,A,2024-06-10
407,B,2024-07-25
408,C,2024-01-16
408,D,2024-02-21
408,E,2024-03-28
408,G,2024-05-03
408,E,2024-06-08
408,F,2024-07-14
409,G,2024-01-07
409,D,2024-04-06
409,F,2024-07-05
410,F,2024-01-28
410,E,2024-03-28
410,C,2024-05-27
410,A,2024-07-26
411,D,2024-01-03
411,B,2024-01-23
411,C,2024-02-12
411,G,2024-03-03
411,C,2024-03-23
411,B,2024-04-12
411,D,2024-05-02
411,E,2024-05-22
411,E,2024-06-11
411,C,2024-07-01
412,F,2024-01-13
412,B,2024-02-27
412,B,2024-04-12
412,A,2024-05-27
412,B,2024-07-11
413,G,2024-01-30
413,B,2024-02-19
413,E,2024-03-10
413,D,2024-03-30
413,A,2024-04-19
413,A,2024-05-09
413,C,2024-05-29
413,A,2024-06-18
413,F,2024-07-08
413,B,2024-07-28
414,G,2024-01-07
414,D,2024-04-06
414,A,2024-07-05
415,C,2024-01-27
415,G,2024-04-26
415,F,2024-07-25
416,G,2024-01-06
416,F,2024-01-28
416,E,2024-02-20
416,E,2024-03-13
416,B,2024-04-05
416,G,2024-04-27
416,G,2024-05-20
416,C,2024-06-11
416,G,2024-07-04
417,A,2024-01-26
417,E,2024-02-25
417,G,2024-03-26
417,A,2024-04-25
417,C,2024-05-25
417,F,2024-06-24
417,B,2024-07-24
418,C,2024-01-04
418,E,2024-02-18
418,C,2024-04-03
418,B,2024-05-18
418,B,2024-07-02
419,B,2024-01-10
419,G,2024-02-24
419,G,2024-04-09
419,D,2024-05-24
419,D,2024-07-08
420,D,2024-01-06
420,C,2024-04-05
420,G,2024-07-04
421,A,2024-01-22
421,F,2024-02-27
421,F,2024-04-03
421,A,2024-05-09
421,F,2024-06-14
421,G,2024-07-20
422,B,2024-01-01
422,C,2024-02-15
422,D,2024-03-31
422,F,2024-05-15
422,A,2024-06-29
423,E,2024-01-17
423,E,2024-03-02
423,D,2024-04-16
423,C,2024-05-31
423,E,2024-07-15
424,B,2024-01-07
424,G,2024-02-01
424,G,2024-02-27
424,B,2024-03-24
424,F,2024-04-18
424,C,2024-05-14
424,G,2024-06-09
424,G,2024-07-05
425,B,2024-01-06
425,F,2024-03-06
425,D,2024-05-05
425,E,2024-07-04
426,B,2024-01-14
426,B,2024-02-28
426,B,2024-04-13
426,D,2024-05-28
426,D,2024-07-12
427,D,2024-01-28
427,A,2024-02-19
427,A,2024-03-13
427,B,2024-04-04
427,D,2024-04-27
427,D,2024-05-19
427,F,2024-06-11
427,B,2024-07-03
427,A,2024-07-26
428,E,2024-01-06
428,F,2024-01-31
428,B,2024-02-26
428,B,2024-03-23
428,B,2024-04-17
428,B,2024-05-13
428,B,2024-06-08
428,B,2024-07-04
429,E,2024-01-28
429,G,2024-03-13
429,C,2024-04-27
429,F,2024-06-11
429,D,2024-07-26
430,E,2024-01-29
430,A,2024-04-28
430,D,2024-07-27
431,D,2024-01-28
431,B,2024-02-19
431,F,2024-03-13
431,D,2024-04-04
431,B,2024-04-27
431,G,2024-05-19
431,F,2024-06-11
431,F,2024-07-03
431,A,2024-07-26
432,B,2024-01-12
432,F,2024-02-17
432,G,2024-03-24
432,C,2024-04-29
432,B,2024-06-04
432,G,2024-07-10
433,G,2024-01-13
433,F,2024-02-12
433,E,2024-03-13
433,E,2024-04-12
433,G,2024-05-12
433,G,2024-06-11
433,G,2024-07-11
434,D,2024-01-17
434,D,2024-02-08
434,F,2024-03-02
434,C,2024-03-24
434,A,2024-04-16
434,G,2024-05-08
434,G,2024-05-31
434,B,2024-06-22
434,A,2024-07-15
435,F,2024-01-05
435,A,2024-04-04
435,B,2024-07-03
436,C,2024-01-20
436,B,2024-02-11
436,A,2024-03-05
436,G,2024-03-27
436,D,2024-04-19
436,A,2024-05-11
436,A,2024-06-03
436,D,2024-06-25
436,D,2024-07-18
437,D,2024-01-04
437,G,2024-02-03
437,A,2024-03-04
437,A,2024-04-03
437,C,2024-05-03
437,E,2024-06-02
437,G,2024-07-02
438,B,2024-01-09
438,E,2024-01-29
438,F,2024-02-18
438,A,2024-03-09
438,A,2024-03-29
438,A,2024-04-18
438,E,2024-05-08
438,E,2024-05-28
438,C,2024-06-17
438,D,2024-07-07
439,F,2024-01-01
439,B,2024-02-15
439,F,2024-03-31
439,E,2024-05-15
439,B,2024-06-29
440,C,2024-01-24
440,E,2024-03-24
440,E,2024-05-23
440,C,2024-07-22
441,G,2024-01-19
441,D,2024-03-04
441,E,2024-04-18
441,E,2024-06-02
441,F,2024-07-17
442,E,2024-01-30
442,F,2024-02-24
442,D,2024-03-21
442,E,2024-04-16
442,D,2024-05-11
442,D,2024-06-06
442,D,2024-07-02
442,F,2024-07-28
443,B,2024-01-05
443,F,2024-02-19
443,D,2024-04-04
443,G,2024-05-19
443,G,2024-07-03
444,D,2024-01-31
444,C,2024-03-16
444,B,2024-04-30
444,C,2024-06-14
444,E,2024-07-29
445,C,2024-01-20
445,C,2024-03-20
445,C,2024-05-19
445,A,2024-07-18
446,E,2024-01-22
446,D,2024-03-22
446,F,2024-05-21
446,A,2024-07-20
447,E,2024-01-25
447,B,2024-02-19
447,F,2024-03-16
447,D,2024-04-11
447,A,2024-05-06
447,F,2024-06-01
447,F,2024-06-27
447,E,2024-07-23
448,G,2024-01-02
448,A,2024-01-27
448,G,2024-02-22
448,A,2024-03-19
448,C,2024-04-13
448,B,2024-05-09
448,B,2024-06-04
448,E,2024-06-30
449,G,2024-01-04
449,E,2024-04-03
449,C,2024-07-02
450,A,2024-01-03
450,G,2024-04-02
450,A,2024-07-01
451,G,2024-01-08
451,B,2024-01-28
451,F,2024-02-17
451,G,2024-03-08
451,G,2024-03-28
451,C,2024-04-17
451,E,2024-05-07
451,F,2024-05-27
451,G,2024-06-16
451,F,2024-07-06
452,B,2024-01-06
452,G,2024-04-05
452,A,2024-07-04
453,B,2024-01-23
453,F,2024-02-14
453,C,2024-03-08
453,E,2024-03-30
453,A,2024-04-22
453,B,2024-05-14
453,B,2024-06-06
453,C,2024-06-28
453,G,2024-07-21
454,G,2024-01-04
454,B,2024-01-26
454,G,2024-02-18
454,E,2024-03-11
454,G,2024-04-03
454,A,2024-04-25
454,B,2024-05-18
454,D,2024-06-09
454,B,2024-07-02
455,E,2024-01-16
455,E,2024-03-16
455,F,2024-05-15
455,C,2024-07-14
456,B,2024-01-16
456,A,2024-02-15
456,C,2024-03-16
456,A,2024-04-15
456,C,2024-05-15
456,E,2024-06-14
456,E,2024-07-14
457,E,2024-01-16
457,C,2024-02-10
457,B,2024-03-07
457,E,2024-04-02
457,A,2024-04-27
457,G,2024-05-23
457,A,2024-06-18
457,D,2024-07-14
458,B,2024-01-12
458,G,2024-02-11
458,E,2024-03-12
458,E,2024-04-11
458,D,2024-05-11
458,F,2024-06-10
458,B,2024-07-10
459,C,2024-01-21
459,F,2024-02-12
459,B,2024-03-06
459,E,2024-03-28
459,F,2024-04-20
459,C,2024-05-12
459,C,2024-06-04
459,C,2024-06-26
459,A,2024-07-19
460,E,2024-01-26
460,G,2024-03-02
460,E,2024-04-07
460,B,2024-05-13
460,C,2024-06-18
460,D,2024-07-24
461,G,2024-01-09
461,C,2024-01-29
461,E,2024-02-18
461,D,2024-03-09
461,E,2024-03-29
461,F,2024-04-18
461,B,2024-05-08
461,G,2024-05-28
461,B,2024-06-17
461,E,2024-07-07
462,C,2024-01-06
462,C,2024-01-28
462,D,2024-02-20
462,D,2024-03-13
462,D,2024-04-05
462,B,2024-04-27
462,B,2024-05-20
462,G,2024-06-11
462,F,2024-07-04
463,B,2024-01-15
463,F,2024-02-14
463,F,2024-03-15
463,C,2024-04-14
463,F,2024-05-14
463,C,2024-06-13
463,B,2024-07-13
464,B,2024-01-14
464,B,2024-02-19
464,B,2024-03-26
464,G,2024-05-01
464,G,2024-06-06
464,C,2024-07-12
465,B,2024-01-01
465,D,2024-03-01
465,A,2024-04-30
465,D,2024-06-29
466,C,2024-01-03
466,G,2024-03-03
466,D,2024-05-02
466,E,2024-07-01
467,A,2024-01-09
467,G,2024-01-29
467,D,2024-02-18
467,A,2024-03-09
467,B,2024-03-29
467,F,2024-04-18
467,G,2024-05-08
467,D,2024-05-28
467,F,2024-06-17
467,E,2024-07-07
468,C,2024-01-12
468,C,2024-02-03
468,E,2024-02-26
468,E,2024-03-19
468,F,2024-04-11
468,B,2024-05-03
468,D,2024-05-26
468,G,2024-06-17
468,B,2024-07-10
469,G,2024-01-28
469,D,2024-03-04
469,G,2024-04-09
469,C,2024-05-15
469,B,2024-06-20
469,E,2024-07-26
470,C,2024-01-31
470,E,2024-02-25
470,G,2024-03-22
470,A,2024-04-17
470,E,2024-05-12
470,C,2024-06-07
470,C,2024-07-03
470,A,2024-07-29
471,B,2024-01-31
471,B,2024-03-01
471,D,2024-03-31
471,C,2024-04-30
471,E,2024-05-30
471,D,2024-06-29
471,A,2024-07-29
472,G,2024-01-05
472,B,2024-01-30
472,D,2024-02-25
472,C,2024-03-22
472,F,2024-04-16
472,D,2024-05-12
472,C,2024-06-07
472,E,2024-07-03
473,B,2024-01-27
473,B,2024-02-18
473,D,2024-03-12
473,A,2024-04-03
473,F,2024-04-26
473,B,2024-05-18
473,A,2024-06-10
473,D,2024-07-02
473,C,2024-07-25
474,G,2024-01-22
474,F,2024-04-21
474,B,2024-07-20
475,A,2024-01-03
475,B,2024-04-02
475,D,2024-07-01
476,A,2024-01-21
476,F,2024-02-20
476,F,2024-03-21
476,G,2024-04-20
476,D,2024-05-20
476,A,2024-06-19
476,D,2024-07-19
477,D,2024-01-07
477,A,2024-04-06
477,D,2024-07-05
478,F,2024-01-14
478,C,2024-02-19
478,E,2024-03-26
478,F,2024-05-01
478,E,2024-06-06
478,D,2024-07-12
479,B,2024-01-31
479,D,2024-02-22
479,B,2024-03-16
479,B,2024-04-07
479,B,2024-04-30
479,G,2024-05-22
479,G,2024-06-14
479,G,2024-07-06
479,C,2024-07-29
480,F,2024-01-06
480,A,2024-01-28
480,B,2024-02-20
480,D,2024-03-13
480,C,2024-04-05
480,C,2024-04-27
480,C,2024-05-20
480,E,2024-06-11
480,F,2024-07-04
481,C,2024-01-22
481,G,2024-02-11
481,E,2024-03-02
481,B,2024-03-22
481,A,2024-04-11
481,C,2024-05-01
481,E,2024-05-21
481,D,2024-06-10
481,A,2024-06-30
481,B,2024-07-20
482,E,2024-01-25
482,C,2024-03-01
482,E,2024-04-06
482,G,2024-05-12
482,E,2024-06-17
482,A,2024-07-23
483,D,2024-01-29
483,F,2024-03-05
483,G,2024-04-10
483,B,2024-05-16
483,C,2024-06-21
483,G,2024-07-27
484,F,2024-01-24
484,G,2024-03-24
484,E,2024-05-23
484,D,2024-07-22
485,G,2024-01-07
485,F,2024-03-07
485,G,2024-05-06
485,F,2024-07-05
486,E,2024-01-03
486,D,2024-01-28
486,C,2024-02-23
486,B,2024-03-20
486,D,2024-04-14
486,C,2024-05-10
486,A,2024-06-05
486,E,2024-07-01
487,C,2024-01-12
487,C,2024-04-11
487,B,2024-07-10
488,D,2024-01-06
488,B,2024-02-20
488,G,2024-04-05
488,F,2024-05-20
488,D,2024-07-04
489,G,2024-01-27
489,C,2024-02-26
489,D,2024-03-27
489,G,2024-04-26
489,A,2024-05-26
489,D,2024-06-25
489,G,2024-07-25
490,E,2024-01-25
490,D,2024-03-10
490,C,2024-04-24
490,G,2024-06-08
490,A,2024-07-23
491,F,2024-01-03
491,G,2024-02-02
491,F,2024-03-03
491,G,2024-04-02
491,F,2024-05-02
491,F,2024-06-01
491,C,2024-07-01
492,C,2024-01-11
492,C,2024-04-10
492,D,2024-07-09
493,C,2024-01-31
493,A,2024-02-22
493,F,2024-03-16
493,B,2024-04-07
493,D,2024-04-30
493,G,2024-05-22
493,C,2024-06-14
493,D,2024-07-06
493,E,2024-07-29
494,C,2024-01-12
494,B,2024-02-26
494,E,2024-04-11
494,D,2024-05-26
494,B,2024-07-10
495,E,2024-01-23
495,F,2024-02-22
495,F,2024-03-23
495,F,2024-04-22
495,E,2024-05-22
495,B,2024-06-21
495,B,2024-07-21
496,G,2024-01-07
496,A,2024-02-01
496,B,2024-02-27
496,A,2024-03-24
496,D,2024-04-18
496,A,2024-05-14
496,A,2024-06-09
496,C,2024-07-05
497,C,2024-01-18
497,E,2024-02-09
497,C,2024-03-03
497,D,2024-03-25
497,C,2024-04-17
497,B,2024-05-09
497,B,2024-06-01
497,C,2024-06-23
497,F,2024-07-16
498,B,2024-01-31
498,A,2024-03-31
498,E,2024-05-30
498,C,2024-07-29
499,A,2024-01-28
499,E,2024-03-28
499,B,2024-05-27
499,G,2024-07-26
500,A,2024-01-16
500,B,2024-04-15
500,C,2024-07-14
501,F,2024-01-28
501,D,2024-02-22
501,A,2024-03-19
501,D,2024-04-14
501,F,2024-05-09
501,G,2024-06-04
501,F,2024-06-30
501,A,2024-07-26
502,F,2024-01-05
502,F,2024-02-04
502,C,2024-03-05
502,D,2024-04-04
502,C,2024-05-04
502,A,2024-06-03
502,G,2024-07-03
503,D,2024-01-08
503,E,2024-01-30
503,C,2024-02-22
503,D,2024-03-15
503,G,2024-04-07
503,F,2024-04-29
503,D,2024-05-22
503,C,2024-06-13
503,B,2024-07-06
504,F,2024-01-09
504,G,2024-02-03
504,G,2024-02-29
504,G,2024-03-26
504,A,2024-04-20
504,D,2024-05-16
504,C,2024-06-11
504,A,2024-07-07
505,A,2024-01-08
505,E,2024-01-30
505,B,2024-02-22
505,F,2024-03-15
505,G,2024-04-07
505,B,2024-04-29
505,D,2024-05-22
505,C,2024-06-13
505,A,2024-07-06
506,C,2024-01-25
506,C,2024-02-19
506,G,2024-03-16
506,D,2024-04-11
506,F,2024-05-06
506,E,2024-06-01
506,A,2024-06-27
506,G,2024-07-23
507,G,2024-01-18
507,A,2024-02-09
507,G,2024-03-03
507,G,2024-03-25
507,F,2024-04-17
507,A,2024-05-09
507,E,2024-06-01
507,G,2024-06-23
507,F,2024-07-16
508,A,2024-01-31
508,C,2024-03-31
508,F,2024-05-30
508,B,2024-07-29
509,D,2024-01-02
509,B,2024-02-07
509,A,2024-03-14
509,E,2024-04-19
509,A,2024-05-25
509,F,2024-06-30
510,F,2024-01-23
510,F,2024-02-12
510,A,2024-03-03
510,F,2024-03-23
510,A,2024-04-12
510,F,2024-05-02
510,G,2024-05-22
510,G,2024-06-11
510,F,2024-07-01
510,C,2024-07-21
511,G,2024-01-14
511,C,2024-02-19
511,F,2024-03-26
511,A,2024-05-01
511,E,2024-06-06
511,C,2024-07-12
512,C,2024-01-28
512,E,2024-03-13
512,C,2024-04-27
512,G,2024-06-11
512,F,2024-07-26
513,B,2024-01-24
513,G,2024-02-13
513,D,2024-03-04
513,G,2024-03-24
513,G,2024-04-13
513,C,2024-05-03
513,C,2024-05-23
513,C,2024-06-12
513,C,2024-07-02
513,D,2024-07-22
514,F,2024-01-13
514,A,2024-02-02
514,F,2024-02-22
514,C,2024-03-13
514,B,2024-04-02
514,B,2024-04-22
514,A,2024-05-12
514,G,2024-06-01
514,C,2024-06-21
514,A,2024-07-11
515,F,2024-01-24
515,D,2024-03-09
515,A,2024-04-23
515,F,2024-06-07
515,G,2024-07-22
516,C,2024-01-16
516,C,2024-02-10
516,G,2024-03-07
516,F,2024-04-02
516,C,2024-04-27
516,D,2024-05-23
516,F,2024-06-18
516,F,2024-07-14
517,C,2024-01-16
517,D,2024-02-05
517,D,2024-02-25
517,A,2024-03-16
517,B,2024-04-05
517,B,2024-04-25
517,E,2024-05-15
517,A,2024-06-04
517,B,2024-06-24
517,E,2024-07-14
518,A,2024-01-24
518,F,2024-02-18
518,D,2024-03-15
518,A,2024-04-10
518,B,2024-05-05
518,C,2024-05-31
518,C,2024-06-26
518,F,2024-07-22
519,C,2024-01-17
519,C,2024-02-16
519,F,2024-03-17
519,B,2024-04-16
519,C,2024-05-16
519,E,2024-06-15
519,G,2024-07-15
520,G,2024-01-08
520,D,2024-02-07
520,B,2024-03-08
520,B,2024-04-07
520,B,2024-05-07
520,C,2024-06-06
520,G,2024-07-06
521,C,2024-01-03
521,D,2024-04-02
521,D,2024-07-01
522,A,2024-01-30
522,C,2024-03-06
522,F,2024-04-11
522,B,2024-05-17
522,G,2024-06-22
522,G,2024-07-28
523,B,2024-01-15
523,D,2024-04-14
523,B,2024-07-13
524,E,2024-01-25
524,F,2024-03-01
524,B,2024-04-06
524,C,2024-05-12
524,F,2024-06-17
524,C,2024-07-23
525,A,2024-01-09
525,D,2024-03-09
525,A,2024-05-08
525,C,2024-07-07
526,D,2024-01-17
526,E,2024-02-11
526,A,2024-03-08
526,E,2024-04-03
526,G,2024-04-28
526,C,2024-05-24
526,D,2024-06-19
526,E,2024-07-15
527,G,2024-01-05
527,E,2024-04-04
527,E,2024-07-03
528,G,2024-01-04
528,B,2024-01-26
528,D,2024-02-18
528,C,2024-03-11
528,E,2024-04-03
528,A,2024-04-25
528,E,2024-05-18
528,B,2024-06-09
528,B,2024-07-02
529,C,2024-01-05
529,D,2024-01-25
529,E,2024-02-14
529,G,2024-03-05
529,A,2024-03-25
529,A,2024-04-14
529,C,2024-05-04
529,D,2024-05-24
529,G,2024-06-13
529,A,2024-07-03
530,D,2024-01-27
530,C,2024-02-21
530,A,2024-03-18
530,G,2024-04-13
530,G,2024-05-08
530,E,2024-06-03
530,F,2024-06-29
530,A,2024-07-25
531,D,2024-01-05
531,D,2024-02-10
531,A,2024-03-17
531,B,2024-04-22
531,G,2024-05-28
531,D,2024-07-03
532,E,2024-01-27
532,C,2024-03-27
532,G,2024-05-26
532,C,2024-07-25
533,A,2024-01-28
533,A,2024-03-04
533,E,2024-04-09
533,A,2024-05-15
533,G,2024-06-20
533,B,2024-07-26
534,B,2024-01-07
534,C,2024-01-27
534,A,2024-02-16
534,C,2024-03-07
534,G,2024-03-27
534,C,2024-04-16
534,E,2024-05-06
534,B,2024-05-26
534,G,2024-06-15
534,A,2024-07-05
535,D,2024-01-03
535,C,2024-01-28
535,F,2024-02-23
535,C,2024-03-20
535,G,2024-04-14
535,C,2024-05-10
535,D,2024-06-05
535,D,2024-07-01
536,E,2024-01-19
536,F,2024-02-08
536,E,2024-02-28
536,G,2024-03-19
536,E,2024-04-08
536,A,2024-04-28
536,D,2024-05-18
536,A,2024-06-07
536,A,2024-06-27
536,D,2024-07-17
537,G,2024-01-23
537,A,2024-02-12
537,B,2024-03-03
537,A,2024-03-23
537,G,2024-04-12
537,C,2024-05-02
537,G,2024-05-22
537,B,2024-06-11
537,G,2024-07-01
537,E,2024-07-21
538,D,2024-01-16
538,F,2024-02-07
538,D,2024-03-01
538,C,2024-03-23
538,A,2024-04-15
538,G,2024-05-07
538,F,2024-05-30
538,E,2024-06-21
538,B,2024-07-14
539,A,2024-01-28
539,E,2024-02-17
539,A,2024-03-08
539,C,2024-03-28
539,G,2024-04-17
539,D,2024-05-07
539,A,2024-05-27
539,D,2024-06-16
539,A,2024-07-06
539,C,2024-07-26
540,E,2024-01-30
540,D,2024-02-19
540,E,2024-03-10
540,G,2024-03-30
540,D,2024-04-19
540,C,2024-05-09
540,D,2024-05-29
540,D,2024-06-18
540,E,2024-07-08
540,D,2024-07-28
541,F,2024-01-27
541,E,2024-03-27
541,G,2024-05-26
541,B,2024-07-25
542,B,2024-01-20
542,E,2024-02-11
542,C,2024-03-05
542,F,2024-03-27
542,E,2024-04-19
542,G,2024-05-11
542,G,2024-06-03
542,G,2024-06-25
542,D,2024-07-18
543,A,2024-01-28
543,F,2024-02-19
543,G,2024-03-13
543,A,2024-04-04
543,B,2024-04-27
543,B,2024-05-19
543,F,2024-06-11
543,B,2024-07-03
543,C,2024-07-26
544,E,2024-01-23
544,A,2024-02-14
544,G,2024-03-08
544,B,2024-03-30
544,C,2024-04-22
544,E,2024-05-14
544,G,2024-06-06
544,C,2024-06-28
544,B,2024-07-21
545,G,2024-01-30
545,G,2024-03-15
545,D,2024-04-29
545,D,2024-06-13
545,G,2024-07-28
546,E,2024-01-17
546,G,2024-04-16
546,G,2024-07-15
547,E,2024-01-14
547,C,2024-03-14
547,F,2024-05-13
547,B,2024-07-12
548,D,2024-01-11
548,F,2024-03-11
548,F,2024-05-10
548,G,2024-07-09
549,D,2024-01-08
549,F,2024-01-30
549,E,2024-02-22
549,G,2024-03-15
549,D,2024-04-07
549,G,2024-04-29
549,F,2024-05-22
549,D,2024-06-13
549,A,2024-07-06
550,C,2024-01-14
550,A,2024-02-08
550,A,2024-03-05
550,C,2024-03-31
550,D,2024-04-25
550,F,2024-05-21
550,B,2024-06-16
550,A,2024-07-12
551,D,2024-01-20
551,G,2024-03-05
551,B,2024-04-19
551,A,2024-06-03
551,F,2024-07-18
552,F,2024-01-21
552,E,2024-02-12
552,F,2024-03-06
552,A,2024-03-28
552,G,2024-04-20
552,G,2024-05-12
552,B,2024-06-04
552,A,2024-06-26
552,B,2024-07-19
553,B,2024-01-12
553,A,2024-04-11
553,G,2024-07-10
554,C,2024-01-01
554,B,2024-02-15
554,G,2024-03-31
554,G,2024-05-15
554,G,2024-06-29
555,B,2024-01-09
555,D,2024-02-23
555,F,2024-04-08
555,F,2024-05-23
555,C,2024-07-07
556,G,2024-01-30
556,C,2024-03-15
556,E,2024-04-29
556,D,2024-06-13
556,A,2024-07-28
557,D,2024-01-08
557,A,2024-02-22
557,A,2024-04-07
557,C,2024-05-22
557,C,2024-07-06
558,B,2024-01-30
558,F,2024-02-24
558,A,2024-03-21
558,C,2024-04-16
558,A,2024-05-11
558,B,2024-06-06
558,G,2024-07-02
558,A,2024-07-28
559,A,2024-01-04
559,C,2024-03-04
559,G,2024-05-03
559,E,2024-07-02
560,E,2024-01-19
560,C,2024-02-13
560,F,2024-03-10
560,F,2024-04-05
560,B,2024-04-30
560,B,2024-05-26
560,A,2024-06-21
560,D,2024-07-17
561,D,2024-01-06
561,C,2024-02-11
561,D,2024-03-18
561,E,2024-04-23
561,E,2024-05-29
561,A,2024-07-04
562,C,2024-01-18
562,F,2024-02-09
562,G,2024-03-03
562,C,2024-03-25
562,A,2024-04-17
562,E,2024-05-09
562,C,2024-06-01
562,D,2024-06-23
562,E,2024-07-16
563,B,2024-01-01
563,B,2024-02-06
563,F,2024-03-13
563,C,2024-04-18
563,F,2024-05-24
563,F,2024-06-29
564,G,2024-01-12
564,D,2024-02-03
564,D,2024-02-26
564,F,2024-03-19
564,C,2024-04-11
564,C,2024-05-03
564,D,2024-05-26
564,F,2024-06-17
564,C,2024-07-10
565,A,2024-01-14
565,C,2024-02-08
565,D,2024-03-05
565,D,2024-03-31
565,D,2024-04-25
565,D,2024-05-21
565,G,2024-06-16
565,F,2024-07-12
566,B,2024-01-25
566,B,2024-03-01
566,E,2024-04-06
566,A,2024-05-12
566,B,2024-06-17
566,A,2024-07-23
567,B,2024-01-27
567,D,2024-03-12
567,F,2024-04-26
567,B,2024-06-10
567,G,2024-07-25
568,G,2024-01-25
568,E,2024-02-16
568,B,2024-03-10
568,F,2024-04-01
568,G,2024-04-24
568,F,2024-05-16
568,F,2024-06-08
568,D,2024-06-30
568,D,2024-07-23
569,C,2024-01-23
569,F,2024-02-28
569,F,2024-04-04
569,C,2024-05-10
569,C,2024-06-15
569,C,2024-07-21
570,D,2024-01-04
570,A,2024-01-26
570,F,2024-02-18
570,E,2024-03-11
570,A,2024-04-03
570,D,2024-04-25
570,D,2024-05-18
570,A,2024-06-09
570,B,2024-07-02
571,C,2024-01-17
571,F,2024-02-06
571,F,2024-02-26
571,E,2024-03-17
571,B,2024-04-06
571,F,2024-04-26
571,A,2024-05-16
571,F,2024-06-05
571,D,2024-06-25
571,E,2024-07-15
572,B,2024-01-07
572,F,2024-02-06
572,G,2024-03-07
572,B,2024-04-06
572,A,2024-05-06
572,A,2024-06-05
572,B,2024-07-05
573,A,2024-01-21
573,E,2024-04-20
573,A,2024-07-19
574,E,2024-01-29
574,B,2024-03-29
574,C,2024-05-28
574,A,2024-07-27
575,C,2024-01-19
575,A,2024-04-18
575,B,2024-07-17
576,C,2024-01-20
576,D,2024-03-20
576,A,2024-05-19
576,G,2024-07-18
577,G,2024-01-22
577,G,2024-02-13
577,C,2024-03-07
577,B,2024-03-29
577,D,2024-04-21
577,G,2024-05-13
577,F,2024-06-05
577,D,2024-06-27
577,F,2024-07-20
578,B,2024-01-20
578,D,2024-03-05
578,F,2024-04-19
578,G,2024-06-03
578,B,2024-07-18
579,G,2024-01-15
579,A,2024-02-14
579,D,2024-03-15
579,E,2024-04-14
579,D,2024-05-14
579,E,2024-06-13
579,G,2024-07-13
580,E,2024-01-13
580,C,2024-02-27
580,C,2024-04-12
580,B,2024-05-27
580,C,2024-07-11
581,E,2024-01-07
581,G,2024-01-27
581,E,2024-02-16
581,E,2024-03-07
581,D,2024-03-27
581,G,2024-04-16
581,E,2024-05-06
581,D,2024-05-26
581,E,2024-06-15
581,E,2024-07-05
582,E,2024-01-27
582,A,2024-02-18
582,B,2024-03-12
582,F,2024-04-03
582,A,2024-04-26
582,A,2024-05-18
582,G,2024-06-10
582,E,2024-07-02
582,C,2024-07-25
583,A,2024-01-13
583,G,2024-02-02
583,F,2024-02-22
583,B,2024-03-13
583,C,2024-04-02
583,C,2024-04-22
583,E,2024-05-12
583,F,2024-06-01
583,F,2024-06-21
583,C,2024-07-11
584,E,2024-01-27
584,E,2024-02-16
584,E,2024-03-07
584,F,2024-03-27
584,C,2024-04-16
584,A,2024-05-06
584,D,2024-05-26
584,A,2024-06-15
584,D,2024-07-05
584,A,2024-07-25
585,E,2024-01-16
585,C,2024-02-15
585,C,2024-03-16
585,D,2024-04-15
585,G,2024-05-15
585,C,2024-06-14
585,D,2024-07-14
586,C,2024-01-17
586,F,2024-03-17
586,B,2024-05-16
586,G,2024-07-15
587,B,2024-01-21
587,E,2024-02-15
587,F,2024-03-12
587,F,2024-04-07
587,A,2024-05-02
587,F,2024-05-28
587,G,2024-06-23
587,E,2024-07-19
588,B,2024-01-25
588,F,2024-04-24
588,C,2024-07-23
589,E,2024-01-15
589,C,2024-02-06
589,D,2024-02-29
589,E,2024-03-22
589,B,2024-04-14
589,G,2024-05-06
589,C,2024-05-29
589,A,2024-06-20
589,A,2024-07-13
590,B,2024-01-25
590,G,2024-02-16
590,F,2024-03-10
590,A,2024-04-01
590,A,2024-04-24
590,B,2024-05-16
590,F,2024-06-08
590,C,2024-06-30
590,E,2024-07-23
591,D,2024-01-25
591,E,2024-02-14
591,G,2024-03-05
591,A,2024-03-25
591,B,2024-04-14
591,B,2024-05-04
591,E,2024-05-24
591,E,2024-06-13
591,F,2024-07-03
591,E,2024-07-23
592,F,2024-01-26
592,A,2024-02-25
592,G,2024-03-26
592,A,2024-04-25
592,A,2024-05-25
592,C,2024-06-24
592,D,2024-07-24
593,B,2024-01-17
593,B,2024-02-06
593,C,2024-02-26
593,F,2024-03-17
593,C,2024-04-06
593,D,2024-04-26
593,E,2024-05-16
593,G,2024-06-05
593,D,2024-06-25
593,E,2024-07-15
594,F,2024-01-14
594,A,2024-02-19
594,D,2024-03-26
594,D,2024-05-01
594,G,2024-06-06
594,A,2024-07-12
