id,event,date,pattern_base
584,A,2024-01-13,ADD
584,D,2024-04-12,ADD
584,D,2024-07-11,ADD
585,A,2024-01-07,ADD
585,D,2024-04-06,ADD
585,D,2024-07-05,ADD
586,A,2024-01-16,ADD
586,D,2024-04-15,ADD
586,D,2024-07-14,ADD
587,A,2024-01-26,ADD
587,D,2024-04-25,ADD
587,D,2024-07-24,ADD
588,A,2024-01-31,ADD
588,D,2024-04-30,ADD
588,D,2024-07-29,ADD
589,A,2024-01-30,ADD
589,D,2024-04-29,ADD
589,D,2024-07-28,ADD
590,A,2024-01-21,ADD
590,D,2024-03-21,ADD
590,E,2024-05-20,ADD
590,D,2024-07-19,ADD
591,A,2024-01-02,ADD
591,G,2024-03-02,ADD
591,D,2024-05-01,ADD
591,D,2024-06-30,ADD
592,A,2024-01-20,ADD
592,A,2024-03-20,ADD
592,D,2024-05-19,ADD
592,D,2024-07-18,ADD
593,A,2024-01-29,ADD
593,D,2024-04-28,ADD
593,D,2024-07-27,ADD
594,A,2024-01-13,ADD
594,D,2024-04-12,ADD
594,D,2024-07-11,ADD
595,A,2024-01-31,ADD
595,C,2024-03-31,ADD
595,D,2024-05-30,ADD
595,D,2024-07-29,ADD
596,A,2024-01-29,ADD
596,D,2024-04-28,ADD
596,D,2024-07-27,ADD
597,A,2024-01-23,ADD
597,D,2024-04-22,ADD
597,D,2024-07-21,ADD
598,A,2024-01-05,ADD
598,A,2024-03-05,ADD
598,D,2024-05-04,ADD
598,D,2024-07-03,ADD
599,A,2024-01-04,ADD
599,B,2024-03-04,ADD
599,D,2024-05-03,ADD
599,D,2024-07-02,ADD
600,A,2024-01-25,ADD
600,F,2024-03-25,ADD
600,D,2024-05-24,ADD
600,D,2024-07-23,ADD
601,A,2024-01-02,ADD
601,D,2024-04-01,ADD
601,D,2024-06-30,ADD
602,A,2024-01-07,ADD
602,D,2024-04-06,ADD
602,D,2024-07-05,ADD
603,A,2024-01-27,ADD
603,D,2024-04-26,ADD
603,D,2024-07-25,ADD
604,A,2024-01-15,ADD
604,D,2024-04-14,ADD
604,D,2024-07-13,ADD
605,A,2024-01-04,ADD
605,D,2024-04-03,ADD
605,D,2024-07-02,ADD
606,A,2024-01-02,ADD
606,D,2024-04-01,ADD
606,D,2024-06-30,ADD
607,A,2024-01-19,ADD
607,F,2024-03-19,ADD
607,B,2024-05-18,ADD
607,D,2024-07-17,ADD
608,A,2024-01-01,ADD
608,D,2024-03-31,ADD
608,D,2024-06-29,ADD
609,A,2024-01-03,ADD
609,D,2024-04-02,ADD
609,D,2024-07-01,ADD
610,A,2024-01-31,ADD
610,D,2024-04-30,ADD
610,D,2024-07-29,ADD
611,A,2024-01-12,ADD
611,D,2024-04-11,ADD
611,D,2024-07-10,ADD
612,A,2024-01-01,ADD
612,D,2024-03-31,ADD
612,D,2024-06-29,ADD
613,A,2024-01-12,ADD
613,D,2024-04-11,ADD
613,D,2024-07-10,ADD
614,A,2024-01-24,ADD
614,D,2024-04-23,ADD
614,D,2024-07-22,ADD
615,A,2024-01-01,ADD
615,D,2024-03-31,ADD
615,D,2024-06-29,ADD
616,A,2024-01-22,ADD
616,D,2024-04-21,ADD
616,D,2024-07-20,ADD
617,A,2024-01-06,ADD
617,D,2024-04-05,ADD
617,D,2024-07-04,ADD
618,A,2024-01-27,ADD
618,D,2024-03-27,ADD
618,A,2024-05-26,ADD
618,D,2024-07-25,ADD
619,A,2024-01-05,ADD
619,D,2024-04-04,ADD
619,D,2024-07-03,ADD
620,A,2024-01-07,ADD
620,A,2024-03-07,ADD
620,A,2024-05-06,ADD
620,D,2024-07-05,ADD
621,A,2024-01-26,ADD
621,D,2024-04-25,ADD
621,D,2024-07-24,ADD
622,A,2024-01-24,ADD
622,D,2024-03-24,ADD
622,E,2024-05-23,ADD
622,D,2024-07-22,ADD
623,A,2024-01-30,ADD
623,D,2024-04-29,ADD
623,D,2024-07-28,ADD
624,A,2024-01-28,ADD
624,D,2024-04-27,ADD
624,D,2024-07-26,ADD
625,A,2024-01-09,ADD
625,D,2024-03-09,ADD
625,G,2024-05-08,ADD
625,D,2024-07-07,ADD
626,A,2024-01-07,ADD
626,D,2024-03-07,ADD
626,D,2024-05-06,ADD
626,D,2024-07-05,ADD
627,A,2024-01-23,ADD
627,D,2024-04-22,ADD
627,D,2024-07-21,ADD
628,A,2024-01-09,ADD
628,D,2024-04-08,ADD
628,D,2024-07-07,ADD
629,A,2024-01-14,ADD
629,D,2024-04-13,ADD
629,D,2024-07-12,ADD
630,A,2024-01-11,ADD
630,D,2024-03-11,ADD
630,G,2024-05-10,ADD
630,D,2024-07-09,ADD
631,A,2024-01-31,ADD
631,D,2024-04-30,ADD
631,D,2024-07-29,ADD
632,A,2024-01-21,ADD
632,D,2024-04-20,ADD
632,D,2024-07-19,ADD
633,A,2024-01-19,ADD
633,D,2024-04-18,ADD
633,D,2024-07-17,ADD
634,A,2024-01-29,ADD
634,D,2024-04-28,ADD
634,D,2024-07-27,ADD
635,A,2024-01-23,ADD
635,D,2024-04-22,ADD
635,D,2024-07-21,ADD
636,A,2024-01-24,ADD
636,D,2024-04-23,ADD
636,D,2024-07-22,ADD
637,A,2024-01-21,ADD
637,D,2024-04-20,ADD
637,D,2024-07-19,ADD
638,A,2024-01-02,ADD
638,D,2024-04-01,ADD
638,D,2024-06-30,ADD
639,A,2024-01-27,ADD
639,C,2024-03-27,ADD
639,D,2024-05-26,ADD
639,D,2024-07-25,ADD
640,A,2024-01-17,ADD
640,D,2024-04-16,ADD
640,D,2024-07-15,ADD
641,A,2024-01-18,ADD
641,D,2024-04-17,ADD
641,D,2024-07-16,ADD
642,A,2024-01-13,ADD
642,D,2024-04-12,ADD
642,D,2024-07-11,ADD
643,A,2024-01-08,ADD
643,D,2024-04-07,ADD
643,D,2024-07-06,ADD
644,A,2024-01-13,ADD
644,D,2024-04-12,ADD
644,D,2024-07-11,ADD
645,A,2024-01-24,ADD
645,D,2024-04-23,ADD
645,D,2024-07-22,ADD
646,A,2024-01-23,ADD
646,D,2024-04-22,ADD
646,D,2024-07-21,ADD
647,A,2024-01-19,ADD
647,D,2024-04-18,ADD
647,D,2024-07-17,ADD
648,A,2024-01-12,ADD
648,D,2024-04-11,ADD
648,D,2024-07-10,ADD
649,A,2024-01-21,ADD
649,D,2024-04-20,ADD
649,D,2024-07-19,ADD
650,A,2024-01-02,ADD
650,D,2024-03-02,ADD
650,A,2024-05-01,ADD
650,D,2024-06-30,ADD
651,A,2024-01-29,ADD
651,D,2024-04-28,ADD
651,D,2024-07-27,ADD
652,A,2024-01-12,ADD
652,D,2024-04-11,ADD
652,D,2024-07-10,ADD
653,A,2024-01-17,ADD
653,D,2024-04-16,ADD
653,D,2024-07-15,ADD
654,A,2024-01-20,ADD
654,D,2024-03-20,ADD
654,D,2024-05-19,ADD
654,D,2024-07-18,ADD
655,A,2024-01-25,ADD
655,D,2024-03-25,ADD
655,D,2024-05-24,ADD
655,D,2024-07-23,ADD
656,A,2024-01-26,ADD
656,D,2024-04-25,ADD
656,D,2024-07-24,ADD
657,A,2024-01-02,ADD
657,D,2024-04-01,ADD
657,D,2024-06-30,ADD
658,A,2024-01-09,ADD
658,D,2024-04-08,ADD
658,D,2024-07-07,ADD
659,A,2024-01-30,ADD
659,D,2024-04-29,ADD
659,D,2024-07-28,ADD
660,A,2024-01-01,ADD
660,D,2024-03-01,ADD
660,F,2024-04-30,ADD
660,D,2024-06-29,ADD
661,A,2024-01-05,ADD
661,D,2024-04-04,ADD
661,D,2024-07-03,ADD
662,A,2024-01-03,ADD
662,D,2024-04-02,ADD
662,D,2024-07-01,ADD
663,A,2024-01-14,ADD
663,D,2024-04-13,ADD
663,D,2024-07-12,ADD
664,A,2024-01-29,ADD
664,F,2024-03-29,ADD
664,D,2024-05-28,ADD
664,D,2024-07-27,ADD
665,A,2024-01-26,ADD
665,D,2024-04-25,ADD
665,D,2024-07-24,ADD
666,A,2024-01-07,ADD
666,D,2024-04-06,ADD
666,D,2024-07-05,ADD
667,A,2024-01-29,ADD
667,A,2024-03-29,ADD
667,D,2024-05-28,ADD
667,D,2024-07-27,ADD
668,A,2024-01-02,ADD
668,D,2024-04-01,ADD
668,D,2024-06-30,ADD
669,A,2024-01-12,ADD
669,G,2024-03-12,ADD
669,D,2024-05-11,ADD
669,D,2024-07-10,ADD
670,A,2024-01-16,ADD
670,D,2024-04-15,ADD
670,D,2024-07-14,ADD
671,A,2024-01-31,ADD
671,D,2024-04-30,ADD
671,D,2024-07-29,ADD
672,A,2024-01-20,ADD
672,D,2024-04-19,ADD
672,D,2024-07-18,ADD
673,A,2024-01-24,ADD
673,D,2024-04-23,ADD
673,D,2024-07-22,ADD
674,A,2024-01-27,ADD
674,D,2024-04-26,ADD
674,D,2024-07-25,ADD
675,A,2024-01-12,ADD
675,D,2024-04-11,ADD
675,D,2024-07-10,ADD
676,A,2024-01-22,ADD
676,D,2024-04-21,ADD
676,D,2024-07-20,ADD
677,A,2024-01-02,ADD
677,D,2024-04-01,ADD
677,D,2024-06-30,ADD
678,A,2024-01-13,ADD
678,D,2024-04-12,ADD
678,D,2024-07-11,ADD
679,A,2024-01-16,ADD
679,D,2024-04-15,ADD
679,D,2024-07-14,ADD
680,A,2024-01-16,ADD
680,D,2024-04-15,ADD
680,D,2024-07-14,ADD
681,A,2024-01-09,ADD
681,G,2024-03-09,ADD
681,F,2024-05-08,ADD
681,D,2024-07-07,ADD
682,A,2024-01-25,ADD
682,D,2024-04-24,ADD
682,D,2024-07-23,ADD
683,A,2024-01-11,ADD
683,G,2024-03-11,ADD
683,D,2024-05-10,ADD
683,D,2024-07-09,ADD
684,A,2024-01-07,ADD
684,G,2024-03-07,ADD
684,D,2024-05-06,ADD
684,D,2024-07-05,ADD
685,A,2024-01-22,ADD
685,D,2024-04-21,ADD
685,D,2024-07-20,ADD
686,A,2024-01-21,ADD
686,A,2024-03-21,ADD
686,D,2024-05-20,ADD
686,D,2024-07-19,ADD
687,A,2024-01-11,ADD
687,D,2024-04-10,ADD
687,D,2024-07-09,ADD
688,A,2024-01-25,ADD
688,C,2024-03-25,ADD
688,D,2024-05-24,ADD
688,D,2024-07-23,ADD
689,A,2024-01-31,ADD
689,D,2024-04-30,ADD
689,D,2024-07-29,ADD
690,A,2024-01-08,ADD
690,D,2024-04-07,ADD
690,D,2024-07-06,ADD
691,A,2024-01-06,ADD
691,D,2024-04-05,ADD
691,D,2024-07-04,ADD
692,A,2024-01-22,ADD
692,D,2024-04-21,ADD
692,D,2024-07-20,ADD
693,A,2024-01-25,ADD
693,D,2024-04-24,ADD
693,D,2024-07-23,ADD
694,A,2024-01-13,ADD
694,D,2024-04-12,ADD
694,D,2024-07-11,ADD
695,A,2024-01-27,ADD
695,D,2024-04-26,ADD
695,D,2024-07-25,ADD
696,A,2024-01-24,ADD
696,D,2024-04-23,ADD
696,D,2024-07-22,ADD
697,A,2024-01-01,ADD
697,D,2024-03-31,ADD
697,D,2024-06-29,ADD
698,A,2024-01-26,ADD
698,D,2024-04-25,ADD
698,D,2024-07-24,ADD
699,A,2024-01-23,ADD
699,D,2024-04-22,ADD
699,D,2024-07-21,ADD
700,A,2024-01-04,ADD
700,D,2024-04-03,ADD
700,D,2024-07-02,ADD
701,A,2024-01-07,ADD
701,D,2024-04-06,ADD
701,D,2024-07-05,ADD
702,A,2024-01-08,ADD
702,D,2024-04-07,ADD
702,D,2024-07-06,ADD
703,A,2024-01-20,ADD
703,D,2024-04-19,ADD
703,D,2024-07-18,ADD
704,A,2024-01-20,ADD
704,D,2024-04-19,ADD
704,D,2024-07-18,ADD
705,A,2024-01-16,ADD
705,D,2024-04-15,ADD
705,D,2024-07-14,ADD
706,A,2024-01-18,ADD
706,D,2024-04-17,ADD
706,D,2024-07-16,ADD
707,A,2024-01-20,ADD
707,D,2024-04-19,ADD
707,D,2024-07-18,ADD
708,A,2024-01-23,ADD
708,D,2024-04-22,ADD
708,D,2024-07-21,ADD
709,A,2024-01-31,ADD
709,D,2024-04-30,ADD
709,D,2024-07-29,ADD
710,A,2024-01-05,ADD
710,D,2024-04-04,ADD
710,D,2024-07-03,ADD
711,A,2024-01-29,ADD
711,D,2024-04-28,ADD
711,D,2024-07-27,ADD
712,A,2024-01-16,ADD
712,D,2024-03-16,ADD
712,D,2024-05-15,ADD
712,D,2024-07-14,ADD
713,A,2024-01-07,ADD
713,D,2024-04-06,ADD
713,D,2024-07-05,ADD
714,A,2024-01-19,ADD
714,D,2024-04-18,ADD
714,D,2024-07-17,ADD
715,A,2024-01-25,ADD
715,D,2024-03-25,ADD
715,E,2024-05-24,ADD
715,D,2024-07-23,ADD
716,A,2024-01-26,ADD
716,D,2024-03-26,ADD
716,C,2024-05-25,ADD
716,D,2024-07-24,ADD
717,A,2024-01-08,ADD
717,D,2024-04-07,ADD
717,D,2024-07-06,ADD
718,A,2024-01-24,ADD
718,D,2024-04-23,ADD
718,D,2024-07-22,ADD
719,A,2024-01-10,ADD
719,D,2024-04-09,ADD
719,D,2024-07-08,ADD
720,A,2024-01-09,ADD
720,D,2024-04-08,ADD
720,D,2024-07-07,ADD
721,A,2024-01-11,ADD
721,F,2024-03-11,ADD
721,D,2024-05-10,ADD
721,D,2024-07-09,ADD
722,A,2024-01-11,ADD
722,D,2024-04-10,ADD
722,D,2024-07-09,ADD
723,A,2024-01-14,ADD
723,D,2024-04-13,ADD
723,D,2024-07-12,ADD
724,A,2024-01-26,ADD
724,D,2024-04-25,ADD
724,D,2024-07-24,ADD
725,A,2024-01-31,ADD
725,D,2024-04-30,ADD
725,D,2024-07-29,ADD
726,A,2024-01-22,ADD
726,D,2024-04-21,ADD
726,D,2024-07-20,ADD
727,A,2024-01-26,ADD
727,B,2024-03-26,ADD
727,B,2024-05-25,ADD
727,D,2024-07-24,ADD
728,A,2024-01-13,ADD
728,D,2024-04-12,ADD
728,D,2024-07-11,ADD
729,A,2024-01-14,ADD
729,D,2024-04-13,ADD
729,D,2024-07-12,ADD
730,A,2024-01-05,ADD
730,D,2024-04-04,ADD
730,D,2024-07-03,ADD
731,A,2024-01-07,ADD
731,D,2024-04-06,ADD
731,D,2024-07-05,ADD
732,A,2024-01-22,ADD
732,D,2024-04-21,ADD
732,D,2024-07-20,ADD
733,A,2024-01-05,ADD
733,D,2024-04-04,ADD
733,D,2024-07-03,ADD
734,A,2024-01-21,ADD
734,D,2024-04-20,ADD
734,D,2024-07-19,ADD
735,A,2024-01-01,ADD
735,D,2024-03-31,ADD
735,D,2024-06-29,ADD
736,A,2024-01-03,ADD
736,D,2024-04-02,ADD
736,D,2024-07-01,ADD
737,A,2024-01-19,ADD
737,D,2024-04-18,ADD
737,D,2024-07-17,ADD
738,A,2024-01-02,ADD
738,D,2024-03-02,ADD
738,F,2024-05-01,ADD
738,D,2024-06-30,ADD
739,A,2024-01-25,ADD
739,D,2024-04-24,ADD
739,D,2024-07-23,ADD
740,A,2024-01-08,ADD
740,D,2024-04-07,ADD
740,D,2024-07-06,ADD
741,A,2024-01-06,ADD
741,D,2024-04-05,ADD
741,D,2024-07-04,ADD
742,A,2024-01-15,ADD
742,D,2024-04-14,ADD
742,D,2024-07-13,ADD
743,A,2024-01-05,ADD
743,D,2024-04-04,ADD
743,D,2024-07-03,ADD
744,A,2024-01-23,ADD
744,D,2024-04-22,ADD
744,D,2024-07-21,ADD
745,A,2024-01-28,ADD
745,D,2024-04-27,ADD
745,D,2024-07-26,ADD
746,A,2024-01-07,ADD
746,D,2024-04-06,ADD
746,D,2024-07-05,ADD
747,A,2024-01-16,ADD
747,D,2024-04-15,ADD
747,D,2024-07-14,ADD
748,A,2024-01-10,ADD
748,D,2024-03-10,ADD
748,G,2024-05-09,ADD
748,D,2024-07-08,ADD
749,A,2024-01-15,ADD
749,D,2024-04-14,ADD
749,D,2024-07-13,ADD
750,A,2024-01-29,ADD
750,D,2024-04-28,ADD
750,D,2024-07-27,ADD
751,A,2024-01-04,ADD
751,D,2024-04-03,ADD
751,D,2024-07-02,ADD
752,A,2024-01-15,ADD
752,D,2024-04-14,ADD
752,D,2024-07-13,ADD
753,A,2024-01-09,ADD
753,F,2024-03-09,ADD
753,D,2024-05-08,ADD
753,D,2024-07-07,ADD
754,A,2024-01-27,ADD
754,D,2024-04-26,ADD
754,D,2024-07-25,ADD
755,A,2024-01-19,ADD
755,D,2024-04-18,ADD
755,D,2024-07-17,ADD
756,A,2024-01-28,ADD
756,D,2024-04-27,ADD
756,D,2024-07-26,ADD
757,A,2024-01-28,ADD
757,D,2024-04-27,ADD
757,D,2024-07-26,ADD
758,A,2024-01-28,ADD
758,D,2024-04-27,ADD
758,D,2024-07-26,ADD
759,A,2024-01-01,ADD
759,D,2024-03-31,ADD
759,D,2024-06-29,ADD
760,A,2024-01-18,ADD
760,D,2024-04-17,ADD
760,D,2024-07-16,ADD
761,A,2024-01-21,ADD
761,D,2024-04-20,ADD
761,D,2024-07-19,ADD
762,A,2024-01-21,ADD
762,D,2024-04-20,ADD
762,D,2024-07-19,ADD
763,A,2024-01-28,ADD
763,D,2024-04-27,ADD
763,D,2024-07-26,ADD
764,A,2024-01-09,ADD
764,D,2024-04-08,ADD
764,D,2024-07-07,ADD
765,A,2024-01-19,ADD
765,D,2024-03-19,ADD
765,F,2024-05-18,ADD
765,D,2024-07-17,ADD
766,A,2024-01-10,ADD
766,D,2024-04-09,ADD
766,D,2024-07-08,ADD
767,A,2024-01-18,ADD
767,D,2024-03-18,ADD
767,B,2024-05-17,ADD
767,D,2024-07-16,ADD
768,A,2024-01-18,ADD
768,D,2024-04-17,ADD
768,D,2024-07-16,ADD
769,A,2024-01-19,ADD
769,C,2024-03-19,ADD
769,D,2024-05-18,ADD
769,D,2024-07-17,ADD
770,A,2024-01-17,ADD
770,A,2024-03-17,ADD
770,D,2024-05-16,ADD
770,D,2024-07-15,ADD
771,A,2024-01-13,ADD
771,D,2024-04-12,ADD
771,D,2024-07-11,ADD
772,A,2024-01-14,ADD
772,D,2024-04-13,ADD
772,D,2024-07-12,ADD
773,A,2024-01-06,ADD
773,D,2024-04-05,ADD
773,D,2024-07-04,ADD
774,A,2024-01-19,ADD
774,D,2024-04-18,ADD
774,D,2024-07-17,ADD
775,A,2024-01-01,ADD
775,D,2024-03-31,ADD
775,D,2024-06-29,ADD
776,A,2024-01-03,ADD
776,D,2024-03-03,ADD
776,C,2024-05-02,ADD
776,D,2024-07-01,ADD
777,A,2024-01-12,ADD
777,D,2024-04-11,ADD
777,D,2024-07-10,ADD
778,A,2024-01-28,ADD
778,D,2024-04-27,ADD
778,D,2024-07-26,ADD
779,A,2024-01-17,ADD
779,G,2024-03-17,ADD
779,D,2024-05-16,ADD
779,D,2024-07-15,ADD
780,A,2024-01-26,ADD
780,D,2024-04-25,ADD
780,D,2024-07-24,ADD
781,A,2024-01-01,ADD
781,D,2024-03-31,ADD
781,D,2024-06-29,ADD
782,A,2024-01-26,ADD
782,D,2024-04-25,ADD
782,D,2024-07-24,ADD
783,A,2024-01-02,ADD
783,E,2024-03-02,ADD
783,E,2024-05-01,ADD
783,D,2024-06-30,ADD
784,A,2024-01-08,ADD
784,D,2024-04-07,ADD
784,D,2024-07-06,ADD
785,A,2024-01-07,ADD
785,D,2024-04-06,ADD
785,D,2024-07-05,ADD
786,A,2024-01-24,ADD
786,E,2024-03-24,ADD
786,A,2024-05-23,ADD
786,D,2024-07-22,ADD
787,A,2024-01-06,ADD
787,D,2024-04-05,ADD
787,D,2024-07-04,ADD
788,A,2024-01-28,ADD
788,D,2024-03-28,ADD
788,D,2024-05-27,ADD
788,D,2024-07-26,ADD
789,A,2024-01-27,ADD
789,D,2024-04-26,ADD
789,D,2024-07-25,ADD
790,A,2024-01-01,ADD
790,D,2024-03-01,ADD
790,E,2024-04-30,ADD
790,D,2024-06-29,ADD
791,A,2024-01-14,ADD
791,D,2024-04-13,ADD
791,D,2024-07-12,ADD
792,A,2024-01-18,ADD
792,D,2024-04-17,ADD
792,D,2024-07-16,ADD
793,A,2024-01-11,ADD
793,D,2024-03-11,ADD
793,D,2024-05-10,ADD
793,D,2024-07-09,ADD
794,A,2024-01-24,ADD
794,D,2024-03-24,ADD
794,G,2024-05-23,ADD
794,D,2024-07-22,ADD
795,A,2024-01-28,ADD
795,D,2024-03-28,ADD
795,E,2024-05-27,ADD
795,D,2024-07-26,ADD
796,A,2024-01-28,ADD
796,D,2024-04-27,ADD
796,D,2024-07-26,ADD
797,A,2024-01-16,ADD
797,D,2024-04-15,ADD
797,D,2024-07-14,ADD
798,A,2024-01-15,ADD
798,D,2024-04-14,ADD
798,D,2024-07-13,ADD
799,A,2024-01-13,ADD
799,D,2024-03-13,ADD
799,D,2024-05-12,ADD
799,D,2024-07-11,ADD
800,A,2024-01-22,ADD
800,D,2024-04-21,ADD
800,D,2024-07-20,ADD
801,A,2024-01-08,ADD
801,D,2024-04-07,ADD
801,D,2024-07-06,ADD
802,A,2024-01-20,ADD
802,D,2024-04-19,ADD
802,D,2024-07-18,ADD
803,A,2024-01-29,ADD
803,D,2024-04-28,ADD
803,D,2024-07-27,ADD
804,A,2024-01-10,ADD
804,D,2024-04-09,ADD
804,D,2024-07-08,ADD
805,A,2024-01-21,ADD
805,D,2024-04-20,ADD
805,D,2024-07-19,ADD
806,A,2024-01-13,ADD
806,D,2024-04-12,ADD
806,D,2024-07-11,ADD
807,A,2024-01-17,ADD
807,D,2024-04-16,ADD
807,D,2024-07-15,ADD
808,A,2024-01-12,ADD
808,D,2024-04-11,ADD
808,D,2024-07-10,ADD
809,A,2024-01-26,ADD
809,D,2024-04-25,ADD
809,D,2024-07-24,ADD
810,A,2024-01-11,ADD
810,D,2024-04-10,ADD
810,D,2024-07-09,ADD
811,A,2024-01-22,ADD
811,D,2024-04-21,ADD
811,D,2024-07-20,ADD
812,A,2024-01-30,ADD
812,D,2024-04-29,ADD
812,D,2024-07-28,ADD
813,A,2024-01-16,ADD
813,D,2024-04-15,ADD
813,D,2024-07-14,ADD
814,A,2024-01-22,ADD
814,D,2024-04-21,ADD
814,D,2024-07-20,ADD
815,A,2024-01-01,ADD
815,D,2024-03-31,ADD
815,D,2024-06-29,ADD
816,A,2024-01-09,ADD
816,F,2024-03-09,ADD
816,D,2024-05-08,ADD
816,D,2024-07-07,ADD
817,A,2024-01-11,ADD
817,D,2024-04-10,ADD
817,D,2024-07-09,ADD
818,A,2024-01-25,ADD
818,D,2024-04-24,ADD
818,D,2024-07-23,ADD
819,A,2024-01-07,ADD
819,D,2024-04-06,ADD
819,D,2024-07-05,ADD
820,A,2024-01-14,ADD
820,D,2024-04-13,ADD
820,D,2024-07-12,ADD
821,A,2024-01-24,ADD
821,D,2024-03-24,ADD
821,F,2024-05-23,ADD
821,D,2024-07-22,ADD
822,A,2024-01-23,ADD
822,D,2024-04-22,ADD
822,D,2024-07-21,ADD
823,A,2024-01-19,ADD
823,D,2024-04-18,ADD
823,D,2024-07-17,ADD
824,A,2024-01-18,ADD
824,D,2024-03-18,ADD
824,F,2024-05-17,ADD
824,D,2024-07-16,ADD
825,A,2024-01-02,ADD
825,D,2024-04-01,ADD
825,D,2024-06-30,ADD
826,A,2024-01-01,ADD
826,E,2024-03-01,ADD
826,D,2024-04-30,ADD
826,D,2024-06-29,ADD
827,A,2024-01-05,ADD
827,D,2024-04-04,ADD
827,D,2024-07-03,ADD
828,A,2024-01-30,ADD
828,D,2024-03-30,ADD
828,F,2024-05-29,ADD
828,D,2024-07-28,ADD
829,A,2024-01-16,ADD
829,D,2024-04-15,ADD
829,D,2024-07-14,ADD
830,A,2024-01-21,ADD
830,C,2024-03-21,ADD
830,D,2024-05-20,ADD
830,D,2024-07-19,ADD
831,A,2024-01-17,ADD
831,D,2024-04-16,ADD
831,D,2024-07-15,ADD
832,A,2024-01-14,ADD
832,D,2024-04-13,ADD
832,D,2024-07-12,ADD
833,A,2024-01-17,ADD
833,D,2024-04-16,ADD
833,D,2024-07-15,ADD
834,A,2024-01-19,ADD
834,D,2024-04-18,ADD
834,D,2024-07-17,ADD
835,A,2024-01-12,ADD
835,D,2024-04-11,ADD
835,D,2024-07-10,ADD
836,A,2024-01-01,ADD
836,D,2024-03-31,ADD
836,D,2024-06-29,ADD
837,A,2024-01-10,ADD
837,D,2024-04-09,ADD
837,D,2024-07-08,ADD
838,A,2024-01-27,ADD
838,D,2024-03-27,ADD
838,A,2024-05-26,ADD
838,D,2024-07-25,ADD
839,A,2024-01-12,ADD
839,D,2024-04-11,ADD
839,D,2024-07-10,ADD
840,A,2024-01-23,ADD
840,D,2024-04-22,ADD
840,D,2024-07-21,ADD
841,A,2024-01-23,ADD
841,D,2024-04-22,ADD
841,D,2024-07-21,ADD
842,A,2024-01-21,ADD
842,D,2024-04-20,ADD
842,D,2024-07-19,ADD
843,A,2024-01-10,ADD
843,D,2024-04-09,ADD
843,D,2024-07-08,ADD
844,A,2024-01-04,ADD
844,D,2024-04-03,ADD
844,D,2024-07-02,ADD
845,A,2024-01-13,ADD
845,D,2024-03-13,ADD
845,G,2024-05-12,ADD
845,D,2024-07-11,ADD
846,A,2024-01-08,ADD
846,D,2024-04-07,ADD
846,D,2024-07-06,ADD
847,A,2024-01-01,ADD
847,D,2024-03-31,ADD
847,D,2024-06-29,ADD
848,A,2024-01-14,ADD
848,D,2024-04-13,ADD
848,D,2024-07-12,ADD
849,A,2024-01-17,ADD
849,D,2024-04-16,ADD
849,D,2024-07-15,ADD
850,A,2024-01-13,ADD
850,D,2024-04-12,ADD
850,D,2024-07-11,ADD
851,A,2024-01-06,ADD
851,D,2024-03-06,ADD
851,D,2024-05-05,ADD
851,D,2024-07-04,ADD
852,A,2024-01-27,ADD
852,D,2024-04-26,ADD
852,D,2024-07-25,ADD
853,A,2024-01-26,ADD
853,D,2024-04-25,ADD
853,D,2024-07-24,ADD
854,A,2024-01-16,ADD
854,E,2024-03-16,ADD
854,D,2024-05-15,ADD
854,D,2024-07-14,ADD
855,A,2024-01-21,ADD
855,D,2024-04-20,ADD
855,D,2024-07-19,ADD
856,A,2024-01-10,ADD
856,D,2024-04-09,ADD
856,D,2024-07-08,ADD
857,A,2024-01-05,ADD
857,D,2024-04-04,ADD
857,D,2024-07-03,ADD
858,A,2024-01-18,ADD
858,D,2024-04-17,ADD
858,D,2024-07-16,ADD
859,A,2024-01-30,ADD
859,D,2024-04-29,ADD
859,D,2024-07-28,ADD
860,A,2024-01-17,ADD
860,D,2024-04-16,ADD
860,D,2024-07-15,ADD
861,A,2024-01-17,ADD
861,D,2024-04-16,ADD
861,D,2024-07-15,ADD
862,A,2024-01-10,ADD
862,D,2024-04-09,ADD
862,D,2024-07-08,ADD
863,A,2024-01-27,ADD
863,D,2024-04-26,ADD
863,D,2024-07-25,ADD
864,A,2024-01-03,ADD
864,D,2024-04-02,ADD
864,D,2024-07-01,ADD
865,A,2024-01-15,ADD
865,D,2024-04-14,ADD
865,D,2024-07-13,ADD
866,A,2024-01-07,ADD
866,G,2024-03-07,ADD
866,F,2024-05-06,ADD
866,D,2024-07-05,ADD
867,A,2024-01-03,ADD
867,D,2024-04-02,ADD
867,D,2024-07-01,ADD
868,A,2024-01-19,ADD
868,D,2024-04-18,ADD
868,D,2024-07-17,ADD
869,A,2024-01-29,ADD
869,D,2024-04-28,ADD
869,D,2024-07-27,ADD
870,A,2024-01-14,ADD
870,D,2024-04-13,ADD
870,D,2024-07-12,ADD
871,A,2024-01-17,ADD
871,G,2024-03-17,ADD
871,D,2024-05-16,ADD
871,D,2024-07-15,ADD
872,A,2024-01-10,ADD
872,D,2024-04-09,ADD
872,D,2024-07-08,ADD
873,A,2024-01-22,ADD
873,D,2024-03-22,ADD
873,F,2024-05-21,ADD
873,D,2024-07-20,ADD
